objectid,filename,format,title,title_ar,script_en,script_ar,description,description_ar,creator,creator_ar,date,date_note,subject,subject_ar,material,material_ar,technique,technique_ar,content_en,content_ar,dimensions,language,type,inscription,piece_number,sort_order,source_file,additional_files,instagram,file_matched
gls-112,112GLS_44X44.JPG,image/jpeg,Islamic ornament,زخرفة إسلامية,,,Painting on glass. A decorative composition: Islamic ornament. Dated 2015. Dimensions: 44 × 44 cm.,رسم على الزجاج. تكوين زخرفي: زخرفة إسلامية. أُنجز عام ٢٠١٥. المقاس: 44 × 44 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2015,,Glass; Ornament,زجاج؛ زخرفة,Glass,زجاج,Painting on glass,رسم على الزجاج,Ornament,زخرفة,44 × 44 cm,ara; eng,Image;StillImage,islamic ornaments,112,234,glass acrylic/112GLS_44X44.JPG,,no,yes
gls-113,113GLS_44X44.JPG,image/jpeg,Fruits,فواكه,,,Painting on glass. A decorative composition: Fruits. Dated 2009. Dimensions: 44 × 44 cm.,رسم على الزجاج. تكوين زخرفي: فواكه. أُنجز عام ٢٠٠٩. المقاس: 44 × 44 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2009,,Glass; Ornament,زجاج؛ زخرفة,Glass,زجاج,Painting on glass,رسم على الزجاج,Ornament,زخرفة,44 × 44 cm,ara; eng,Image;StillImage,fruits,113,235,glass acrylic/113GLS_44X44.JPG,,no,yes
gls-125,125GLS_58X44.JPG,image/jpeg,Peacocks,طواويس,,,Painting on glass. A decorative composition: Peacocks. Dimensions: 58 × 44 cm.,رسم على الزجاج. تكوين زخرفي: طواويس. المقاس: 58 × 44 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Ornament,زجاج؛ زخرفة,Glass,زجاج,Painting on glass,رسم على الزجاج,Ornament,زخرفة,58 × 44 cm,ara; eng,Image;StillImage,peacocks,125,236,glass acrylic/125GLS_58X44.JPG,,no,yes
gls-142,143GLS_59X46.JPG,image/jpeg,Sphinx,أبو الهول,,,Painting on glass. A decorative composition: Sphinx. Dated 2009. Dimensions: 59 × 46 cm.,رسم على الزجاج. تكوين زخرفي: أبو الهول. أُنجز عام ٢٠٠٩. المقاس: 59 × 46 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2009,,Glass; Ornament,زجاج؛ زخرفة,Glass,زجاج,Painting on glass,رسم على الزجاج,Ornament,زخرفة,59 × 46 cm,ara; eng,Image;StillImage,sphinex,142,237,glass acrylic/143GLS_59X46.JPG,,no,yes
gls-145,145GLS_92X53.JPG,image/jpeg,Birds,طيور,,,Painting on glass. A decorative composition: Birds. Dimensions: 45 × 49 cm.,رسم على الزجاج. تكوين زخرفي: طيور. المقاس: 45 × 49 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Ornament,زجاج؛ زخرفة,Glass,زجاج,Painting on glass,رسم على الزجاج,Ornament,زخرفة,45 × 49 cm,ara; eng,Image;StillImage,birds,145,238,glass acrylic/145GLS_92X53.JPG,,no,yes
gls-028,28GLS_54X54.JPG,image/jpeg,Abstract geometry,هندسة مجردة,,,Painting on glass. A geometric composition: Abstract geometry. Dated 2016. Dimensions: 54 × 54 cm.,رسم على الزجاج. تكوين هندسي: هندسة مجردة. أُنجز عام ٢٠١٦. المقاس: 54 × 54 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2016,,Glass; Geometry,زجاج؛ هندسة,Glass,زجاج,Painting on glass,رسم على الزجاج,Geometry,هندسة,54 × 54 cm,ara; eng,Image;StillImage,abstrac,28,239,glass acrylic/28GLS_54X54.JPG,,yes,yes
gls-144,145GLS_92X53.JPG,image/jpeg,Islamic geometry,هندسة إسلامية,,,Painting on glass. A geometric composition: Islamic geometry. Dimensions: 92 × 53 cm.,رسم على الزجاج. تكوين هندسي: هندسة إسلامية. المقاس: 92 × 53 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Geometry,زجاج؛ هندسة,Glass,زجاج,Painting on glass,رسم على الزجاج,Geometry,هندسة,92 × 53 cm,ara; eng,Image;StillImage,islamic geometry,144,240,glass acrylic/145GLS_92X53.JPG,,no,yes
gls-149,149GLS_33X75.JPG,image/jpeg,Islamic geometry,هندسة إسلامية,,,Painting on glass. A geometric composition: Islamic geometry. Dated 2019. Dimensions: 33 × 75 cm.,رسم على الزجاج. تكوين هندسي: هندسة إسلامية. أُنجز عام ٢٠١٩. المقاس: 33 × 75 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2019,,Glass; Geometry,زجاج؛ هندسة,Glass,زجاج,Painting on glass,رسم على الزجاج,Geometry,هندسة,33 × 75 cm,ara; eng,Image;StillImage,islamic geometry,149,241,glass acrylic/149GLS_33X75.JPG,,no,yes
acr-002,2ACR_75X95.jpg,image/jpeg,"Do not think those who are killed in the way of God are dead; rather they are alive with their Lord, receiving provision",ولا تحسبن الذين قتلوا في سبيل الله أمواتاً بل أحياء عند ربهم يرزقون,Naskh,خط النسخ,"Painting on plexiglass. The inscription “Do not think those who are killed in the way of God are dead; rather they are alive with their Lord, receiving provision” is written in Naskh. Dimensions: 75 × 95 cm.",رسم على الأكريليك. نقش «ولا تحسبن الذين قتلوا في سبيل الله أمواتاً بل أحياء عند ربهم يرزقون» مكتوب بخط النسخ. المقاس: 75 × 95 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Naskh,أكريليك؛ خط؛ خط عربي؛ خط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,75 × 95 cm,ara; eng,Image;StillImage,ولا تحسبن الذين قتلوا في سبيل الله امواتا بل احياء عند ربهم يرزقون,2,242,glass acrylic/2ACR_75X95.jpg,,no,yes
acr-004,4ACR_75X95.jpg,image/jpeg,And I give the second half of it so that a green flower may not perish,وأعطي نصفه الثاني لأحمي زهرة خضراء أن تهلك,Naskh,خط النسخ,Painting on plexiglass. The inscription “And I give the second half of it so that a green flower may not perish” is written in Naskh. Dimensions: 75 × 95 cm.,رسم على الأكريليك. نقش «وأعطي نصفه الثاني لأحمي زهرة خضراء أن تهلك» مكتوب بخط النسخ. المقاس: 75 × 95 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Naskh,أكريليك؛ خط؛ خط عربي؛ خط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,75 × 95 cm,ara; eng,Image;StillImage,واعطي نصفه الثاني لاحمي زهرة خضراء ان تهلك,4,243,glass acrylic/4ACR_75X95.jpg,,no,yes
acr-005,5ACR_81X110.JPG,image/jpeg,"Cooperate in righteousness and piety, and do not cooperate in sin and aggression",وتعاونوا على البر والتقوى ولا تعاونوا على الإثم والعدوان,Naskh,خط النسخ,"Painting on plexiglass. The inscription “Cooperate in righteousness and piety, and do not cooperate in sin and aggression” is written in Naskh. Dated 2015. Dimensions: 81 × 110 cm.",رسم على الأكريليك. نقش «وتعاونوا على البر والتقوى ولا تعاونوا على الإثم والعدوان» مكتوب بخط النسخ. أُنجز عام ٢٠١٥. المقاس: 81 × 110 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2015,,Plexiglass; Text; Calligraphy; Naskh,أكريليك؛ خط؛ خط عربي؛ خط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,81 × 110 cm,ara; eng,Image;StillImage,وتعاونوا على البر والتقوى ولا تعاونوا على الاثم والعدوان,5,244,glass acrylic/5ACR_81X110.JPG,,yes,yes
acr-006,6ACR_77X107.JPG,image/jpeg,"Praise be to God, who guided us to this; we would not have been guided had God not guided us",الحمد لله الذي هدانا لهذا وما كنا لنهتدي لولا أن هدانا الله,Naskh,خط النسخ,"Painting on plexiglass. The inscription “Praise be to God, who guided us to this; we would not have been guided had God not guided us” is written in Naskh. Dated 2021. Dimensions: 77 × 107 cm.",رسم على الأكريليك. نقش «الحمد لله الذي هدانا لهذا وما كنا لنهتدي لولا أن هدانا الله» مكتوب بخط النسخ. أُنجز عام ٢٠٢١. المقاس: 77 × 107 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2021,,Plexiglass; Text; Calligraphy; Naskh,أكريليك؛ خط؛ خط عربي؛ خط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,77 × 107 cm,ara; eng,Image;StillImage,الحمدلله الذي هدانا لهذا وما كنا لنهتدي لولا ان هدانا الله,6,245,glass acrylic/6ACR_77X107.JPG,,no,yes
acr-008,8ACR_64X127.JPG,image/jpeg,Ayat al-Kursi,آية الكرسي,Naskh,خط النسخ,Painting on plexiglass. The inscription “Ayat al-Kursi” is written in Naskh. Dimensions: 64 × 127 cm.,رسم على الأكريليك. نقش «آية الكرسي» مكتوب بخط النسخ. المقاس: 64 × 127 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Naskh,أكريليك؛ خط؛ خط عربي؛ خط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,64 × 127 cm,ara; eng,Image;StillImage,آية الكرسي,8,246,glass acrylic/8ACR_64X127.JPG,,yes,yes
acr-009,9ACR_64X127.JPG,image/jpeg,"Our Lord, do not take us to task if we forget or make a mistake… You are our Protector, so grant us victory over the disbelieving people (Al-Baqarah 286)",ربنا لا تؤاخذنا إن نسينا أو أخطأنا… أنت مولانا فانصرنا على القوم الكافرين,Kufic and Thuluth,كوفي وخط الثلث,"Painting on plexiglass. The inscription “Our Lord, do not take us to task if we forget or make a mistake… You are our Protector, so grant us victory over the disbelieving people (Al-Baqarah 286)” is written in Kufic and Thuluth. Dimensions: 64 × 127 cm. Full inscription is given in Arabic.",رسم على الأكريليك. نقش «ربنا لا تؤاخذنا إن نسينا أو أخطأنا… أنت مولانا فانصرنا على القوم الكافرين» مكتوب بالكوفي وخط الثلث. المقاس: 64 × 127 سم. النص الكامل: ربنا لا تؤاخذنا إن نسينا او اخطذنا ربنا ولا تحمل علينا اصرا كما حملته على الذين من قبلنا ربنا ولا تحملنا ما لا طاقة لنا به واعف عنا واغفر لنا وارحمنا انت مولانا فانصرنا على القوم الكافرين,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Kufic and Thuluth,أكريليك؛ خط؛ خط عربي؛ كوفي وخط الثلث,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,64 × 127 cm,ara; eng,Image;StillImage,ربنا لا تؤاخذنا إن نسينا او اخطذنا ربنا ولا تحمل علينا اصرا كما حملته على الذين من قبلنا ربنا ولا تحملنا ما لا طاقة لنا به واعف عنا واغفر لنا وارحمنا انت مولانا فانصرنا على القوم الكافرين,9,247,glass acrylic/9ACR_64X127.JPG,,no,yes
acr-010,10ACR_74X95.JPG,image/jpeg,Do not argue with the People of the Book except in the best way,ولا تجادلوا أهل الكتاب إلا بالتي هي أحسن,Naskh,خط النسخ,Painting on plexiglass. The inscription “Do not argue with the People of the Book except in the best way” is written in Naskh. Dimensions: 74 × 95 cm.,رسم على الأكريليك. نقش «ولا تجادلوا أهل الكتاب إلا بالتي هي أحسن» مكتوب بخط النسخ. المقاس: 74 × 95 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Naskh,أكريليك؛ خط؛ خط عربي؛ خط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,74 × 95 cm,ara; eng,Image;StillImage,ولا تجدلوا اهل الكتاب الا بالتي هي احسن,10,248,glass acrylic/10ACR_74X95.JPG,,no,yes
acr-011,11ACR_96X111.JPG,image/jpeg,"Our Lord, give us good in this world and good in the Hereafter, and protect us from the punishment of the Fire",ربنا آتنا في الدنيا حسنة وفي الآخرة حسنة وقنا عذاب النار,Thuluth,خط الثلث,"Painting on plexiglass. The inscription “Our Lord, give us good in this world and good in the Hereafter, and protect us from the punishment of the Fire” is written in Thuluth. Dimensions: 96 × 111 cm.",رسم على الأكريليك. نقش «ربنا آتنا في الدنيا حسنة وفي الآخرة حسنة وقنا عذاب النار» مكتوب بخط الثلث. المقاس: 96 × 111 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Thuluth,أكريليك؛ خط؛ خط عربي؛ خط الثلث,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,96 × 111 cm,ara; eng,Image;StillImage,ربنا آتنا في الدنيا حسنة وفي الآخرة حسنة وقنا عذاب النار,11,249,glass acrylic/11ACR_96X111.JPG,,no,yes
acr-012,12ACR_77X99.JPG,image/jpeg,Write at the top of the first page: I do not hate people and I assault no one (Mahmoud Darwish),سجّل برأس الصفحة الأولى: أنا لا أكره الناس ولا أسطو على أحد,Kufic and Naskh,كوفي وخط النسخ,Painting on plexiglass. The inscription “Write at the top of the first page: I do not hate people and I assault no one (Mahmoud Darwish)” is written in Kufic and Naskh. Dimensions: 77 × 99 cm.,رسم على الأكريليك. نقش «سجّل برأس الصفحة الأولى: أنا لا أكره الناس ولا أسطو على أحد» مكتوب بالكوفي وخط النسخ. المقاس: 77 × 99 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Kufic and Naskh,أكريليك؛ خط؛ خط عربي؛ كوفي وخط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,77 × 99 cm,ara; eng,Image;StillImage,سجل برأس الصفحة الاولى انا لا اكرهالناس ولا اسطو على احد,12,250,glass acrylic/12ACR_77X99.JPG,,no,yes
acr-013,13ACR_74X105.JPG,image/jpeg,"I long for my mother's bread, my mother's coffee, and my mother's touch (Mahmoud Darwish)",أحنّ إلى خبز أمي وقهوة أمي ولمسة أمي,Kufic,كوفي,"Painting on plexiglass. The inscription “I long for my mother's bread, my mother's coffee, and my mother's touch (Mahmoud Darwish)” is written in Kufic. Dated 2015. Dimensions: 74 × 105 cm. Full inscription is given in Arabic.",رسم على الأكريليك. نقش «أحنّ إلى خبز أمي وقهوة أمي ولمسة أمي» مكتوب بالكوفي. أُنجز عام ٢٠١٥. المقاس: 74 × 105 سم. النص الكامل: أحن الى خبز امي وقهوة امي ولمسة امي وتكبر في الطفولة يوما على صدر يوم واعشق عمري لاني اذا مت اخجل من دمع امي,Muhammed Saied Kalash,محمد سعيد كلش,2015,,Plexiglass; Text; Calligraphy; Kufic,أكريليك؛ خط؛ خط عربي؛ كوفي,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,74 × 105 cm,ara; eng,Image;StillImage,أحن الى خبز امي وقهوة امي ولمسة امي وتكبر في الطفولة يوما على صدر يوم واعشق عمري لاني اذا مت اخجل من دمع امي,13,251,glass acrylic/13ACR_74X105.JPG,,yes,yes
acr-014,14ACR_85X76.JPG,image/jpeg,The shape of the echo appeared as a land here… (echo poem),بدا شكل الصدى بلداً هنا… فاكسر جدار الكون يا أبتي,Naskh,خط النسخ,Painting on plexiglass. The inscription “The shape of the echo appeared as a land here… (echo poem)” is written in Naskh. Dated 2015. Dimensions: 85 × 76 cm. Full inscription is given in Arabic.,رسم على الأكريليك. نقش «بدا شكل الصدى بلداً هنا… فاكسر جدار الكون يا أبتي» مكتوب بخط النسخ. أُنجز عام ٢٠١٥. المقاس: 85 × 76 سم. النص الكامل: بدا شكل الصدى بلدا هنا.. ورد الصدى فاكسر جدار الكون يا ابتي.. صدى حول الصدى ولتنفجر انا من هنا وهنا انا وانا انا وهنا انا وانا هنا,Muhammed Saied Kalash,محمد سعيد كلش,2015,,Plexiglass; Text; Calligraphy; Naskh,أكريليك؛ خط؛ خط عربي؛ خط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,85 × 76 cm,ara; eng,Image;StillImage,بدا شكل الصدى بلدا هنا.. ورد الصدى فاكسر جدار الكون يا ابتي.. صدى حول الصدى ولتنفجر انا من هنا وهنا انا وانا انا وهنا انا وانا هنا,14,252,glass acrylic/14ACR_85X76.JPG,,no,yes
acr-020,20ACR_75X94.JPG,image/jpeg,And I give half my life to the one who makes a weeping child laugh,وأعطي نصف عمري للذي يجعل طفلاً باكياً يضحك,Naskh,خط النسخ,Painting on plexiglass. The inscription “And I give half my life to the one who makes a weeping child laugh” is written in Naskh. Dimensions: 75 × 94 cm.,رسم على الأكريليك. نقش «وأعطي نصف عمري للذي يجعل طفلاً باكياً يضحك» مكتوب بخط النسخ. المقاس: 75 × 94 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Naskh,أكريليك؛ خط؛ خط عربي؛ خط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,75 × 94 cm,ara; eng,Image;StillImage,واعطي نصف عمري للذي يجعل طفلا باكيا يضحك,20,253,glass acrylic/20ACR_75X94.JPG,,no,yes
acr-021,21ACR_75X95.JPG,image/jpeg,Shake toward you the trunk of the palm; it will drop upon you fresh ripe dates (Maryam),وهزي إليك بجذع النخلة تساقط عليك رطباً جنياً,Square Kufic,كوفي مربّع,Painting on plexiglass. The inscription “Shake toward you the trunk of the palm; it will drop upon you fresh ripe dates (Maryam)” is written in Square Kufic. Dimensions: 75 × 95 cm.,رسم على الأكريليك. نقش «وهزي إليك بجذع النخلة تساقط عليك رطباً جنياً» مكتوب بالكوفي المربّع. المقاس: 75 × 95 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Square Kufic,أكريليك؛ خط؛ خط عربي؛ كوفي مربّع,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,75 × 95 cm,ara; eng,Image;StillImage,وهزي اليك بجذع النخلة تساقط عليك رطبا جنيا,21,254,glass acrylic/21ACR_75X95.JPG,,no,yes
acr-022,22ACR_90X90.JPG,image/jpeg,"And you caused a spring of eloquence to burst forth, O Muhammad",وفجّرتَ ينبوع البيان محمداً فسقى الحديث وناول التنزيلا,Kufic,كوفي,"Painting on plexiglass. The inscription “And you caused a spring of eloquence to burst forth, O Muhammad” is written in Kufic. Dimensions: 90 × 90 cm. Full inscription is given in Arabic.","رسم على الأكريليك. نقش «وفجّرتَ ينبوع البيان محمداً فسقى الحديث وناول التنزيلا» مكتوب بالكوفي. المقاس: 90 × 90 سم. النص الكامل: وَفَـجَـرتَ يَـنبوعَ البَيانِ مُحَمَّداً
فَـسَـقـى الحَديثَ وَناوَلَ التَنزيلا",Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Kufic,أكريليك؛ خط؛ خط عربي؛ كوفي,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,90 × 90 cm,ara; eng,Image;StillImage,"وَفَـجَـرتَ يَـنبوعَ البَيانِ مُحَمَّداً
فَـسَـقـى الحَديثَ وَناوَلَ التَنزيلا",22,255,glass acrylic/22ACR_90X90.JPG,,no,yes
acr-027,27ACR_55X55.JPG,image/jpeg,In Jerusalem I walk from time to time without memory (Tamim al-Barghouti),في القدس أسير من زمن إلى زمن بلا ذكرى,Kufic,كوفي,Painting on plexiglass. The inscription “In Jerusalem I walk from time to time without memory (Tamim al-Barghouti)” is written in Kufic. Dated 2021. Dimensions: 55 × 55 cm.,رسم على الأكريليك. نقش «في القدس أسير من زمن إلى زمن بلا ذكرى» مكتوب بالكوفي. أُنجز عام ٢٠٢١. المقاس: 55 × 55 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2021,,Plexiglass; Text; Calligraphy; Kufic,أكريليك؛ خط؛ خط عربي؛ كوفي,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,55 × 55 cm,ara; eng,Image;StillImage,في القدس اسير من زمن الى زمن بلا ذكرى,27,256,glass acrylic/27ACR_55X55.JPG,,no,yes
acr-038,38ACR_75X100.JPG,image/jpeg,"Our Lord, You will surely gather the people for a Day about which there is no doubt. God does not fail in His promise",ربنا إنك جامع الناس ليوم لا ريب فيه إن الله لا يخلف الميعاد,Naskh,خط النسخ,"Painting on plexiglass. The inscription “Our Lord, You will surely gather the people for a Day about which there is no doubt. God does not fail in His promise” is written in Naskh. Dimensions: 75 × 100 cm.",رسم على الأكريليك. نقش «ربنا إنك جامع الناس ليوم لا ريب فيه إن الله لا يخلف الميعاد» مكتوب بخط النسخ. المقاس: 75 × 100 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Naskh,أكريليك؛ خط؛ خط عربي؛ خط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,75 × 100 cm,ara; eng,Image;StillImage,ربنا انك جامع الناس ليوم لا ريب فيه ان الله لا خلف الميعاد,38,257,glass acrylic/38ACR_75X100.JPG,,no,yes
acr-039,39ACR_75X95.JPG,image/jpeg,I am not the first to be taken by a beautiful woman,أنا لست بالحسناء أوّل مولع,Naskh,خط النسخ,Painting on plexiglass. The inscription “I am not the first to be taken by a beautiful woman” is written in Naskh. Dimensions: 75 × 95 cm.,رسم على الأكريليك. نقش «أنا لست بالحسناء أوّل مولع» مكتوب بخط النسخ. المقاس: 75 × 95 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Naskh,أكريليك؛ خط؛ خط عربي؛ خط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,75 × 95 cm,ara; eng,Image;StillImage,انا لست بالحسناء أول مولع,39,258,glass acrylic/39ACR_75X95.JPG,,yes,yes
acr-040,40ACR_75X95.JPG,image/jpeg,I am not the first to be taken by a beautiful woman,أنا لست بالحسناء أوّل مولع,Naskh,خط النسخ,Painting on plexiglass. The inscription “I am not the first to be taken by a beautiful woman” is written in Naskh. Dimensions: 75 × 95 cm.,رسم على الأكريليك. نقش «أنا لست بالحسناء أوّل مولع» مكتوب بخط النسخ. المقاس: 75 × 95 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Naskh,أكريليك؛ خط؛ خط عربي؛ خط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,75 × 95 cm,ara; eng,Image;StillImage,انا لست بالحسناء أول مولع,40,259,glass acrylic/40ACR_75X95.JPG,,no,yes
acr-044,44ACR_74X54.JPG,image/jpeg,"In the love of God, all are equal",الكل في عشق الإله سواء,Kufic,كوفي,"Painting on plexiglass. The inscription “In the love of God, all are equal” is written in Kufic. Dimensions: 74 × 54 cm.",رسم على الأكريليك. نقش «الكل في عشق الإله سواء» مكتوب بالكوفي. المقاس: 74 × 54 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Kufic,أكريليك؛ خط؛ خط عربي؛ كوفي,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,74 × 54 cm,ara; eng,Image;StillImage,الكل في عشق الاله سواء,44,260,glass acrylic/44ACR_74X54.JPG,,yes,yes
acr-046,46ACR_55X75.JPG,image/jpeg,In Jerusalem — I mean inside the old wall — I walk from time to time without memory,في القدس، أعني داخل السور القديم، أسير من زمن إلى زمن بلا ذكرى,Naskh and Thuluth,خط النسخ وخط الثلث,Painting on plexiglass. The inscription “In Jerusalem — I mean inside the old wall — I walk from time to time without memory” is written in Naskh and Thuluth. Dated 2021. Dimensions: 55 × 75 cm.,رسم على الأكريليك. نقش «في القدس، أعني داخل السور القديم، أسير من زمن إلى زمن بلا ذكرى» مكتوب بخط النسخ وخط الثلث. أُنجز عام ٢٠٢١. المقاس: 55 × 75 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2021,,Plexiglass; Text; Calligraphy; Naskh and Thuluth,أكريليك؛ خط؛ خط عربي؛ خط النسخ وخط الثلث,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,55 × 75 cm,ara; eng,Image;StillImage,في القدس اعني داخل السور القديم، اسير من زمن الئ زمن بلا ذكرى,46,261,glass acrylic/46ACR_55X75.JPG,,no,yes
acr-047,47ACR_55X75.JPG,image/jpeg,God will suffice you against them,فسيكفيكهم الله,Naskh and Thuluth,خط النسخ وخط الثلث,Painting on plexiglass. The inscription “God will suffice you against them” is written in Naskh and Thuluth. Dimensions: 55 × 75 cm.,رسم على الأكريليك. نقش «فسيكفيكهم الله» مكتوب بخط النسخ وخط الثلث. المقاس: 55 × 75 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Naskh and Thuluth,أكريليك؛ خط؛ خط عربي؛ خط النسخ وخط الثلث,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,55 × 75 cm,ara; eng,Image;StillImage,فسيكفيكهم الله,47,262,glass acrylic/47ACR_55X75.JPG,,no,yes
acr-048,48ACR_55X75.JPG,image/jpeg,Patience,صبراً,Thuluth,خط الثلث,Painting on plexiglass. The inscription “Patience” is written in Thuluth. Dimensions: 55 × 75 cm.,رسم على الأكريليك. نقش «صبراً» مكتوب بخط الثلث. المقاس: 55 × 75 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Thuluth,أكريليك؛ خط؛ خط عربي؛ خط الثلث,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,55 × 75 cm,ara; eng,Image;StillImage,صبرا,48,263,glass acrylic/48ACR_55X75.JPG,,no,yes
acr-050,50ACR_55X75.JPG,image/jpeg,At the end of the night I wrote two verses for the eyes of the one who is worth all creation…,كتبت أنا في تالي الليل بيتين لعيون من يسوى جميع الخلايق,Naskh,خط النسخ,Painting on plexiglass. The inscription “At the end of the night I wrote two verses for the eyes of the one who is worth all creation…” is written in Naskh. Dimensions: 55 × 75 cm. Full inscription is given in Arabic.,رسم على الأكريليك. نقش «كتبت أنا في تالي الليل بيتين لعيون من يسوى جميع الخلايق» مكتوب بخط النسخ. المقاس: 55 × 75 سم. النص الكامل: كتبت انا في تالي الليل بيتين لعيون من يسوى جميع الخلايق> الي معاهدني على الزين والشين، والي بشوفه يصبح الفكر رايق، الصاحب الى منزله داخل العين رايق، هو الخوى وقت السعة والضوايق,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Naskh,أكريليك؛ خط؛ خط عربي؛ خط النسخ,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,55 × 75 cm,ara; eng,Image;StillImage,كتبت انا في تالي الليل بيتين لعيون من يسوى جميع الخلايق> الي معاهدني على الزين والشين، والي بشوفه يصبح الفكر رايق، الصاحب الى منزله داخل العين رايق، هو الخوى وقت السعة والضوايق,50,264,glass acrylic/50ACR_55X75.JPG,,no,yes
acr-051,51ACR_55X75.JPG,image/jpeg,Remember Me; I will remember you. Be grateful to Me and do not deny Me,فاذكروني أذكركم واشكروا لي ولا تكفرون,Naskh and Thuluth,خط النسخ وخط الثلث,Painting on plexiglass. The inscription “Remember Me; I will remember you. Be grateful to Me and do not deny Me” is written in Naskh and Thuluth. Dimensions: 55 × 75 cm.,رسم على الأكريليك. نقش «فاذكروني أذكركم واشكروا لي ولا تكفرون» مكتوب بخط النسخ وخط الثلث. المقاس: 55 × 75 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Plexiglass; Text; Calligraphy; Naskh and Thuluth,أكريليك؛ خط؛ خط عربي؛ خط النسخ وخط الثلث,Plexiglass,أكريليك,Painting on plexiglass,رسم على الأكريليك,Text,خط,55 × 75 cm,ara; eng,Image;StillImage,فاذكروني اذكركم واشكروني ولا تكفرون,51,265,glass acrylic/51ACR_55X75.JPG,,no,yes
